;Молотые/дроблёные;Молотые пряности-плоды и семена;Перец красный чили молотый, в/с;Молотый красный чили с насыщенным вкусом;Перец чили;согласно рецептуры;специи применяются в пищевой промышленности для формирования вкуса, аромата и визуального профиля готовой продукции.;"Пак. В. 250*400 - 1 кг
Пак. В. 400*600 - 3 кг
Бум. М. 58*40*13 - 5 кг
Бум. Б. 92*50*13 - 15 кг";мешок/короб 20 / 25 кг; 215,57   ; 263,00 ; 488,40 ; 595,85 
;Молотые/дроблёные;Молотые пряности-плоды и семена;Перец красный чили молотый, 1с;Молотый красный чили со сбалансированной остротой;Перец чили;согласно рецептуры;специи применяются в пищевой промышленности для формирования вкуса, аромата и визуального профиля готовой продукции.;"Пак. В. 250*400 - 1 кг
Пак. В. 400*600 - 3 кг
Бум. М. 58*40*13 - 5 кг
Бум. Б. 92*50*13 - 15 кг";мешок/короб 20 / 25 кг; 190,16   ; 232,00 ; 422,00 ; 514,84 
;Молотые/дроблёные;Молотые пряности-плоды и семена;Перец красный чили молотый, ;Молотый красный чили с чистым острым вкусом;Перец чили;согласно рецептуры;специи применяются в пищевой промышленности для формирования вкуса, аромата и визуального профиля готовой продукции.;"Пак. В. 250*400 - 1 кг
Пак. В. 400*600 - 3 кг
Бум. М. 58*40*13 - 5 кг
Бум. Б. 92*50*13 - 15 кг";мешок/короб 20 / 25 кг; 309,84   ; 378,00 ; 281,84 ; 343,84 
;Молотые/дроблёные;Молотые пряности-плоды и семена;Тмин молотый, в/с;Молотый тмин с ярким характерным ароматом;Тмин;согласно рецептуры;специи применяются в пищевой промышленности для формирования вкуса, аромата и визуального профиля готовой продукции.;"Пак. В. 250*400 - 1 кг
Пак. В. 400*600 - 3 кг
Бум. М. 58*40*13 - 5 кг
Бум. Б. 92*50*13 - 15 кг";мешок/короб 20 / 25 кг; 371,31   ; 453,00 ; 652,33 ; 795,84 
;Молотые/дроблёные;Молотые пряности-плоды и семена;Тмин молотый, 1с;Молотый тмин со сбалансированным вкусом;Тмин;согласно рецептуры;специи применяются в пищевой промышленности для формирования вкуса, аромата и визуального профиля готовой продукции.;"Пак. В. 250*400 - 1 кг
Пак. В. 400*600 - 3 кг
Бум. М. 58*40*13 - 5 кг
Бум. Б. 92*50*13 - 15 кг";мешок/короб 20 / 25 кг; 299,18   ; 365,00 ; 348,23 ; 424,84 
;Молотые/дроблёные;Молотые пряности-плоды и семена;Тмин молотый, 2с;Молотый тмин с мягким ароматом;Тмин;согласно рецептуры;специи применяются в пищевой промышленности для формирования вкуса, аромата и визуального профиля готовой продукции.;"Пак. В. 250*400 - 1 кг
Пак. В. 400*600 - 3 кг
Бум. М. 58*40*13 - 5 кг
Бум. Б. 92*50*13 - 15 кг";мешок/короб 20 / 25 кг; 262,30   ; 320,00 ; 684,30 ; 834,85 
;Молотые/дроблёные;Молотые пряности-плоды и семена;Тмин молотый;Молотый тмин с умеренной интенсивностью;Тмин;согласно рецептуры;специи применяются в пищевой промышленности для формирования вкуса, аромата и визуального профиля готовой продукции.;"Пак. В. 250*400 - 1 кг
Пак. В. 400*600 - 3 кг
Бум. М. 58*40*13 - 5 кг
Бум. Б. 92*50*13 - 15 кг";мешок/короб 20 / 25 кг; 105,74   ; 129,00 ; 949,05 ; 1 157,84 
;Молотые/дроблёные;Молотые пряности-плоды и семена;Тмин молотый, 3c ;Молотый тмин с лёгким пряным профилем;Тмин;согласно рецептуры;специи применяются в пищевой промышленности для формирования вкуса, аромата и визуального профиля готовой продукции.;"Пак. В. 250*400 - 1 кг
Пак. В. 400*600 - 3 кг
Бум. М. 58*40*13 - 5 кг
Бум. Б. 92*50*13 - 15 кг";мешок/короб 20 / 25 кг; 127,05   ; 155,00 ; 508,07 ; 619,85 
;Молотые/дроблёные;Молотые коренья и клубни;Томаты молотые (Spray-dried);Сушёные молотые томаты с насыщенным томатным вкусом;Томаты;согласно рецептуры;специи применяются в пищевой промышленности для формирования вкуса, аромата и визуального профиля готовой продукции.;"Пак. В. 250*400 - 1 кг
Пак. В. 400*600 - 3 кг
Бум. М. 58*40*13 - 5 кг
Бум. Б. 92*50*13 - 15 кг";мешок/короб 20 / 25 кг; 595,90   ; 727,00 ; 1 031,02 ; 1 257,84 
;Молотые/дроблёные;Молотые пряности-плоды и семена;Укроп семя молотый в/с ;Молотые семена укропа с выраженным пряным ароматом;Семена укропа;согласно рецептуры;специи применяются в пищевой промышленности для формирования вкуса, аромата и визуального профиля готовой продукции.;"Пак. В. 250*400 - 1 кг
Пак. В. 400*600 - 3 кг
Бум. М. 58*40*13 - 5 кг
Бум. Б. 92*50*13 - 15 кг";мешок/короб 20 / 25 кг; 546,72   ; 667,00 ; 476,92 ; 581,84 
;Молотые/дроблёные;Молотые пряности-плоды и семена;Укроп семя молотый экстра;Тонко молотые семена укропа с усиленным ароматом;Семена укропа;согласно рецептуры;специи применяются в пищевой промышленности для формирования вкуса, аромата и визуального профиля готовой продукции.;"Пак. В. 250*400 - 1 кг
Пак. В. 400*600 - 3 кг
Бум. М. 58*40*13 - 5 кг
Бум. Б. 92*50*13 - 15 кг";мешок/короб 20 / 25 кг; 172,13   ; 210,00 ; 332,66 ; 405,85 
;Молотые/дроблёные;Молотые пряности-плоды и семена;Укроп семя молотый, в/с;Молотые семена укропа с классическим вкусом;Семена укропа;согласно рецептуры;специи применяются в пищевой промышленности для формирования вкуса, аромата и визуального профиля готовой продукции.;"Пак. В. 250*400 - 1 кг
Пак. В. 400*600 - 3 кг
Бум. М. 58*40*13 - 5 кг
Бум. Б. 92*50*13 - 15 кг";мешок/короб 20 / 25 кг; 151,64   ; 185,00 ; 375,28 ; 457,84 
;Молотые/дроблёные;Молотые пряности-плоды и семена;Укроп семя молотый, 1с;Молотые семена укропа со сбалансированным ароматом;Семена укропа;согласно рецептуры;специи применяются в пищевой промышленности для формирования вкуса, аромата и визуального профиля готовой продукции.;"Пак. В. 250*400 - 1 кг
Пак. В. 400*600 - 3 кг
Бум. М. 58*40*13 - 5 кг
Бум. Б. 92*50*13 - 15 кг";мешок/короб 20 / 25 кг; 130,33   ; 159,00 ; 440,86 ; 537,85 
;Молотые/дроблёные;Молотые пряности-плоды и семена;Укроп семя молотый;Молотые семена укропа с мягким профилем;Семена укропа;согласно рецептуры;специи применяются в пищевой промышленности для формирования вкуса, аромата и визуального профиля готовой продукции.;"Пак. В. 250*400 - 1 кг
Пак. В. 400*600 - 3 кг
Бум. М. 58*40*13 - 5 кг
Бум. Б. 92*50*13 - 15 кг";мешок/короб 20 / 25 кг; 109,02   ; 133,00 ; 574,46 ; 700,84 
;Молотые/дроблёные;Молотые пряности-плоды и семена;Фенхель дробленый;Дроблёный фенхель со сладковато-анисовым вкусом;Фенхель;согласно рецептуры;специи применяются в пищевой промышленности для формирования вкуса, аромата и визуального профиля готовой продукции.;"Пак. В. 250*400 - 1 кг
Пак. В. 400*600 - 3 кг
Бум. М. 58*40*13 - 5 кг
Бум. Б. 92*50*13 - 15 кг";мешок/короб 20 / 25 кг; 427,05   ; 521,00 ; 485,94 ; 592,85 
;Молотые/дроблёные;Молотые коренья и клубни;Хрен молотый;Яркий острый вкус молотого хрена;Хрен;согласно рецептуры;специи применяются в пищевой промышленности для формирования вкуса, аромата и визуального профиля готовой продукции.;"Пак. В. 250*400 - 1 кг
Пак. В. 400*600 - 3 кг
Бум. М. 58*40*13 - 5 кг
Бум. Б. 92*50*13 - 15 кг";мешок/короб 20 / 25 кг; 354,10   ; 432,00 ; 312,17 ; 380,85 
;Молотые/дроблёные;Молотые коренья и клубни;Чеснок 40*60;Сушёный чеснок крупной фракции 40?60 с выраженным чесночным ароматом;100% чеснок сушёный, гранулированный ;согласно рецептуры;специи применяются в пищевой промышленности для формирования вкуса, аромата и визуального профиля готовой продукции.;"Пак. В. 250*400 - 1 кг
Пак. В. 400*600 - 3 кг
Бум. М. 58*40*13 - 5 кг
Бум. Б. 92*50*13 - 15 кг";мешок/короб 20 / 25 кг; 161,48   ; 197,00 ; 967,91 ; 1 180,85 
;Молотые/дроблёные;Молотые коренья и клубни;Чеснок 40*60 ;Сушёный чеснок крупной фракции 40?60 с насыщенным вкусом;100% чеснок сушёный, гранулированный ;согласно рецептуры;специи применяются в пищевой промышленности для формирования вкуса, аромата и визуального профиля готовой продукции.;"Пак. В. 250*400 - 1 кг
Пак. В. 400*600 - 3 кг
Бум. М. 58*40*13 - 5 кг
Бум. Б. 92*50*13 - 15 кг";мешок/короб 20 / 25 кг; 161,48   ; 197,00 ; 945,77 ; 1 153,84 
;Молотые/дроблёные;Молотые коренья и клубни;Чеснок 26*40 ;Сушёный чеснок средней фракции 26?40 с ярким характерным ароматом;100% чеснок сушёный, гранулированный ;согласно рецептуры;специи применяются в пищевой промышленности для формирования вкуса, аромата и визуального профиля готовой продукции.;"Пак. В. 250*400 - 1 кг
Пак. В. 400*600 - 3 кг
Бум. М. 58*40*13 - 5 кг
Бум. Б. 92*50*13 - 15 кг";мешок/короб 20 / 25 кг; 162,30   ; 198,00 ; 1 046,59 ; 1 276,84 
;Молотые/дроблёные;Молотые коренья и клубни;Чеснок 26*40 ;Сушёный чеснок средней фракции 26?40 со сбалансированным вкусом;100% чеснок сушёный, гранулированный ;согласно рецептуры;специи применяются в пищевой промышленности для формирования вкуса, аромата и визуального профиля готовой продукции.;"Пак. В. 250*400 - 1 кг
Пак. В. 400*600 - 3 кг
Бум. М. 58*40*13 - 5 кг
Бум. Б. 92*50*13 - 15 кг";мешок/короб 20 / 25 кг; 203,28   ; 248,00 ; 917,09 ; 1 118,85 
;Молотые/дроблёные;Молотые коренья и клубни;Чеснок 16*26 ;Сушёный чеснок мелкой фракции 16?26 с интенсивным ароматом;100% чеснок сушёный, гранулированный ;согласно рецептуры;специи применяются в пищевой промышленности для формирования вкуса, аромата и визуального профиля готовой продукции.;"Пак. В. 250*400 - 1 кг
Пак. В. 400*600 - 3 кг
Бум. М. 58*40*13 - 5 кг
Бум. Б. 92*50*13 - 15 кг";мешок/короб 20 / 25 кг; 172,95   ; 211,00 ; 1 007,25 ; 1 228,85 
;Молотые/дроблёные;Молотые коренья и клубни;Чеснок молотый ;Тонко молотый сушёный чеснок с ярким острым вкусом и ароматом;100% чеснок сушёный, молотый ;согласно рецептуры;специи применяются в пищевой промышленности для формирования вкуса, аромата и визуального профиля готовой продукции.;мешок 25 кг;мешок/короб 20 / 25 кг; 199,18   ; 243,00 ; 535,94 ; 653,85 
;Молотые/дроблёные;Молотые коренья и клубни;Чеснок молотый ;Молотый сушёный чеснок с насыщенным чесночным профиле;100% чеснок сушёный, молотый ;согласно рецептуры;специи применяются в пищевой промышленности для формирования вкуса, аромата и визуального профиля готовой продукции.;мешок 25 кг;мешок/короб 20 / 25 кг; 168,03   ; 205,00 ; 371,18 ; 452,84 
;Монопродукты;Сушёные овощи, фрукты, ягоды;Апельсин кольца(сушеный);Сушёные кольца апельсина с ярким цитрусовым ароматом и декоративным видом.;100% апельсин, сушёные ломтики.;согласно рецептуры;Десерты, напитки, чайные смеси, декор блюд и коктейлей, кондитерские изделия.;мешок 25 кг;мешок/короб 20 / 25 кг; 1 054,10   ; 1 286,00 ; 476,92 ; 581,84 
;Монопродукты;Классические специи и пряности;Бадьян сорт G;Целые звёздочки бадьяна с ярким анисово-пряным ароматом. Придаёт продуктам тёплый, сладковато-пряный вкус.;100% бадьян, сорт G.;согласно рецептуры;Маринады, соусы, мясные и рыбные блюда, кондитерские изделия, напитки, пряные смеси для азиатской кухни.;мешок 25 кг;мешок/короб 20 / 25 кг; 853,28   ; 1 041,00 ; 710,53 ; 866,85 
;Монопродукты;Классические специи и пряности;Базилик(рейган)зелень;Сушёные листья базилика (рейгана) с характерным свежим пряно-травяным ароматом. Подчёркивает вкус овощных и мясных блюд.;100% базилик (рейган), сушёная зелень.;согласно рецептуры;Соусы, томатные основы, блюда из мяса и птицы, рыбы, паста, пицца, овощные гарниры и салаты.;мешок 25 кг;мешок/короб 20 / 25 кг; 161,48   ; 197,00 ; 340,86 ; 415,85 
;Монопродукты;Классические специи и пряности;Ваниль стручки;Целые стручки ванили с насыщенным сладким ванильным ароматом. Используются для премиальных десертов и напитков.;Натуральные стручки ванили.;согласно рецептуры;Кондитерские изделия, мороженое, кремы, десерты, напитки, сиропы, ароматизация сахара и сливок.;мешок 25 кг;мешок/короб 20 / 25 кг; 25 081,97   ; 30 600,00 ; 304,79 ; 371,84 
;Монопродукты;Классические специи и пряности;Гвоздика целая;Целые бутоны гвоздики с ярким тёплым пряным ароматом и лёгкой жгучестью.;100% сушёная гвоздика, бутоны.;согласно рецептуры;Маринады, консервация, мясные и рыбные блюда, пряные напитки (глинтвейн, чай), кондитерские изделия.;мешок 25 кг;мешок/короб 20 / 25 кг; 1 250,00   ; 1 525,00 ; 554,79 ; 676,84 
;Монопродукты;Сушёные овощи, фрукты, ягоды;Грибы сушеные: Шампиньоны резаные;Сушёные шампиньоны в резаном виде, с сохранённым грибным вкусом и ароматом.;100% шампиньоны сушёные, резаные.;согласно рецептуры;Супы, соусы, гарниры, начинки, полуфабрикаты, сухие смеси и приправы.;мешок 25 кг;мешок/короб 20 / 25 кг; 1 755,74   ; 2 142,00 ; 516,27 ; 629,85 
;Монопродукты;Классические специи и пряности;Кардамон зерно в/с;Целые зёрна кардамона высшего сорта с интенсивным пряно-цитрусовым ароматом.;100% кардамон, зёрна, высший сорт.;согласно рецептуры;Колбасные и деликатесные изделия, маринады, десерты, напитки, чайные и кофейные смеси, пряные купажи.;мешок 25 кг;мешок/короб 20 / 25 кг; 4 514,75   ; 5 508,00 ; 617,09 ; 752,85 
;Монопродукты;Классические специи и пряности;Кориандр зерно;Целые семена кориандра с мягким пряно-цитрусовым ароматом и лёгкой сладостью.;100% семена кориандра.;согласно рецептуры;Колбасные изделия, маринады, рассолы, мясные и рыбные блюда, хлебобулочные изделия, пряные смеси.;мешок 25 кг;мешок/короб 20 / 25 кг; 86,07   ; 105,00 ; 375,28 ; 457,84 
;Монопродукты;Классические специи и пряности;Кориандр молотый в/с;Молотый кориандр высшего сорта с выраженным тёплым пряным ароматом и цитрусовыми нотами.;100% семена кориандра, молотые, высший сорт.;согласно рецептуры;Колбасные изделия, фарши, маринады, соусы, овощные блюда, хлебобулочные изделия и приправы.;мешок 25 кг;мешок/короб 20 / 25 кг; 57,38   ; 70,00 ; 453,15 ; 552,84 
;Монопродукты;Классические специи и пряности;Корица молотая 1с 0,5%;Молотая корица 1 сорта, даёт мягкий сладко-пряный аромат при деликатной дозировке.;100% корица, молотая, 1 сорт.;согласно рецептуры;Кондитерские изделия, выпечка, десерты, напитки, фруктовые и молочные продукты, пряные смеси.;мешок 25 кг;мешок/короб 20 / 25 кг; 161,48   ; 197,00 ; 718,72 ; 876,84 
;Монопродукты;Классические специи и пряности;Корица молотая экстра 2,5%;Молотая корица высокого качества с интенсивным ароматом, рассчитана на более высокие дозировки.;100% корица, молотая, экстра.;согласно рецептуры;Премиальная выпечка и десерты, пряные напитки, ароматизация сиропов, фруктовые и молочные продукты.;мешок 25 кг;мешок/короб 20 / 25 кг; 342,62   ; 418,00 ; 609,71 ; 743,85 
;Монопродукты;Классические специи и пряности;Корица палочки 8см;Палочки корицы длиной около 8 см с насыщенным сладко-пряным ароматом.;100% корица, цельные палочки.;согласно рецептуры;Настои и напитки, глинтвейн, чай и кофе, десерты, декор, ароматизация сиропов и компотов.;мешок 25 кг;мешок/короб 20 / 25 кг; 777,05   ; 948,00 ; 409,71 ; 499,85 
;Монопродукты;Классические специи и пряности;Куркума молотая в/с;Молотая куркума высшего сорта ярко-жёлтого цвета с мягким пряным вкусом.;100% корень куркумы, молотый, высший сорт.;согласно рецептуры;Колбасные изделия, маринады, соусы, рис и гарниры, закуски, функциональные смеси и карри.;мешок 25 кг;мешок/короб 20 / 25 кг; 281,15   ; 343,00 ; 667,09 ; 813,85 
;Монопродукты;Классические специи и пряности;Куркума молотая(Турмерик)1с;Молотая куркума (турмерик) 1 сорта с характерным цветом и пряным ароматом.;100% корень куркумы (турмерик), молотый, 1 сорт.;согласно рецептуры;Колбасные изделия, маринады, соусы, закуски, блюда азиатской кухни, смеси карри и функциональные смеси.;мешок 25 кг;мешок/короб 20 / 25 кг; 171,31   ; 209,00 ; 353,97 ; 431,84 
;Монопродукты;Классические специи и пряности;Лаванда цветки;Сушёные цветки лаванды с характерным цветочно-травяным ароматом.;100% цветки лаванды, сушёные.;согласно рецептуры;Чайные и травяные смеси, кондитерские изделия, десерты, напитки, ароматизация сиропов и меда.;мешок 25 кг;мешок/короб 20 / 25 кг; 1 755,74   ; 2 142,00 ; 408,89 ; 498,85 
;Монопродукты;Классические специи и пряности;Лавровый лист целый 1с;Целые лавровые листья 1 сорта с выраженным пряным ароматом.;100% лавровый лист, 1 сорт.;согласно рецептуры;Супы, соусы, тушёные блюда, маринады, рассолы, консервация овощей, мясные и рыбные изделия.;мешок 25 кг;мешок/короб 20 / 25 кг; 481,97   ; 588,00 ; 375,28 ; 457,84 
;Монопродукты;Классические специи и пряности;Лавровый лист целый вс;Целые лавровые листья высшего сорта с интенсивным ароматом.;100% лавровый лист, высший сорт.;согласно рецептуры;Супы, соусы, тушёные блюда, маринады, рассолы, консервация, премиальные мясные и рыбные изделия.;мешок 25 кг;мешок/короб 20 / 25 кг; 522,95   ; 638,00 ; 550,69 ; 671,84 
;Монопродукты;Классические специи и пряности;Лён бурый;Семена бурого льна ? источник растительной клетчатки и жирных кислот Омега-3.;100% семена льна бурого.;согласно рецептуры;Хлебобулочные и зерновые продукты, гранола, функциональные смеси, батончики, обогащение рациона клетчаткой.;мешок 25 кг;мешок/короб 20 / 25 кг; 82,79   ; 101,00 ; 399,05 ; 486,84 
;Монопродукты;Сушёные овощи, фрукты, ягоды;Лимон дольки, четвертинки;Сушёные дольки и четвертинки лимона с ярким кисло-цитрусовым вкусом и ароматом.;100% лимон, сушёный.;согласно рецептуры;Чайные и травяные смеси, напитки, десерты, декор блюд и коктейлей, кондитерские изделия.;мешок 25 кг;мешок/короб 20 / 25 кг; 1 104,10   ; 1 347,00 ; 390,86 ; 476,85 
;Монопродукты;Сушёные овощи, фрукты, ягоды;Лук дробленый 1*3;Сушёный лук фракции 1?3 мм с выраженным луковым вкусом и ароматом.;100% репчатый лук сушёный, дроблёный 1?3 мм.;согласно рецептуры;Колбасные изделия, фарши, супы, соусы, полуфабрикаты, сухие смеси и HoReCa-решения.;мешок 25 кг;мешок/короб 20 / 25 кг; 286,89   ; 350,00 ; 406,43 ; 495,84 
;Монопродукты;Сушёные овощи, фрукты, ягоды;Лук молотый;Сушёный лук тонкого помола, усиливает общий вкусо-ароматический фон.;100% репчатый лук сушёный, молотый.;согласно рецептуры;Фарши, колбасные изделия, супы, соусы, майонезы, полуфабрикаты, приправы и смеси.;мешок 25 кг;мешок/короб 20 / 25 кг; 231,15   ; 282,00 ; 323,64 ; 394,84 
;Монопродукты;Сушёные овощи, фрукты, ягоды;Лук обжаренный в масле;Лук, обжаренный в масле и высушенный, с выраженным сладко-карамельным вкусом и ароматом жареного лука.;Лук, растительное масло (тип и состав по ТУ), возможно поваренная соль (при наличии в рецептуре).;согласно рецептуры;Готовые блюда, фастфуд, закуски, колбасные изделия, полуфабрикаты, смеси для бургеров и стритфуда.;мешок 25 кг;мешок/короб 20 / 25 кг; 372,13   ; 454,00 ; 310,53 ; 378,85 
;Монопродукты;Сушёные овощи, фрукты, ягоды;Лук хлопья сорт А;Сушёный лук в виде хлопьев сорта А, с выраженным ароматом и быстрым восстановлением.;100% репчатый лук сушёный, хлопья сорта А.;согласно рецептуры;Супы, соусы, полуфабрикаты, сухие смеси, приправы, HoReCa.;мешок 25 кг;мешок/короб 20 / 25 кг; 250,82   ; 306,00 ; 332,66 ; 405,85 
;Монопродукты;Классические специи и пряности;Майоран лист;Сушёные листья майорана с мягким тёплым пряно-травяным ароматом.;100% майоран, сушёные листья.;согласно рецептуры;Колбасные изделия, фарши, мясные и овощные блюда, супы, соусы, пряные смеси и маринады.;мешок 25 кг;мешок/короб 20 / 25 кг; 272,13   ; 332,00 ; 676,10 ; 824,84 
;Монопродукты;Сушёные овощи, фрукты, ягоды;Морковь сушеная молотая ;Молотая сушёная морковь с мягким сладковатым овощным вкусом и естественным цветом.;100% морковь сушёная, молотая.;согласно рецептуры;Колбасные изделия, супы и соусы, овощные смеси, функциональные смеси, хлебобулочные изделия.;мешок 25 кг;мешок/короб 20 / 25 кг; 359,02   ; 438,00 ; 676,10 ; 824,84 
;Монопродукты;Сушёные овощи, фрукты, ягоды;Морковь сушеная резаная 5*5;Сушёная морковь в виде кубиков/кусочков 5?5 мм, с натуральным цветом и сладостью.;100% морковь сушёная, резаная 5?5 мм.;согласно рецептуры;Супы, гарниры, овощные смеси, колбасные изделия с включениями, консервация, полуфабрикаты.;мешок 25 кг;мешок/короб 20 / 25 кг; 221,31   ; 270,00 ; 676,10 ; 824,84 
;Монопродукты;Классические специи и пряности;Мускатный орех целый 1с;Целые ядра мускатного ореха 1 сорта с интенсивным пряным ароматом.;100% мускатный орех, целый, 1 сорт.;согласно рецептуры;Колбасные изделия, соусы, паштеты, переработка птицы, сыры, кондитерские изделия, тёртый при приготовлении.;мешок 25 кг;мешок/короб 20 / 25 кг; 1 345,08   ; 1 641,00 ; 676,10 ; 824,84 
;Монопродукты;Классические специи и пряности;Мята;Сушёная мята с освежающим ментоловым ароматом.;100% листья мяты, сушёные.;согласно рецептуры;Чайные и травяные смеси, десерты, напитки, соусы, сладкие и фруктовые блюда, функциональные смеси.;мешок 25 кг;мешок/короб 20 / 25 кг; 250,82   ; 306,00 ; 659,71 ; 804,85 
;Монопродукты;Классические специи и пряности;Орегано(душица)лист;Сушёные листья орегано (душицы) с характерным пряным средиземноморским ароматом.;100% орегано (душица), сушёные листья.;согласно рецептуры;Соусы, пицца, блюда из мяса и птицы, овощные блюда, томатные основы, пряные смеси для HoReCa.;мешок 25 кг;мешок/короб 20 / 25 кг; 231,15   ; 282,00 ; 371,18 ; 452,84 
;Монопродукты;Классические специи и пряности;Паприка красная копчена молотая АСТА 130;Молотая копчёная красная паприка с ярким цветом (ASTA ~130) и выраженным копчёно-пряным ароматом.;100% молотая копчёная паприка.;согласно рецептуры;Колбасные изделия, колбаски-гриль, маринады для шашлыка и барбекю, соусы, закуски и сухие смеси.;мешок 25 кг;мешок/короб 20 / 25 кг; 527,05   ; 643,00 ; 1 476,10 ; 1 800,84 
;Монопродукты;Классические специи и пряности;Паприка красная сладкая молотая АСТА 120;Молотая сладкая красная паприка (ASTA ~120) c насыщенным цветом и мягким сладковатым вкусом.;100% паприка красная сладкая, молотая.;согласно рецептуры;Колбасные изделия, маринады, соусы, закуски, снековая продукция, приправы и смеси.;мешок 25 кг;мешок/короб 20 / 25 кг; 206,56   ; 252,00 ; 504,79 ; 615,84 
;Монопродукты;Классические специи и пряности;Паприка красная сладкая молотая АСТА 150;Молотая сладкая паприка повышенной цветности (ASTA ~150) с ярким красным оттенком.;100% паприка красная сладкая, молотая.;согласно рецептуры;Премиальные колбасные изделия, маринады, соусы, закуски, функциональные смеси для яркого цвета.;мешок 25 кг;мешок/короб 20 / 25 кг; 231,15   ; 282,00 ; 651,51 ; 794,84 
;Монопродукты;Классические специи и пряности;Перец душистый горошек;Целые горошины душистого перца с тёплым комплексным ароматом (гвоздика, корица, перец).;100% душистый перец, горошек.;согласно рецептуры;Колбасные изделия, маринады, рассолы, консервация, супы и соусы, пряные смеси.;мешок 25 кг;мешок/короб 20 / 25 кг; 1 003,28   ; 1 224,00 ; 508,07 ; 619,85 
;Монопродукты;Классические специи и пряности;Перец красный(чили)дробленый ;Дроблёный красный перец чили с выраженной остротой и видимыми включениями.;100% красный перец чили, дроблёный.;согласно рецептуры;Острые колбасные изделия, маринады, закуски, соусы, смеси для гриля и барбекю.;мешок 25 кг;мешок/короб 20 / 25 кг; 346,72   ; 423,00 ; 296,59 ; 361,84 
;Монопродукты;Классические специи и пряности;Перец красный(чили)молотый 1с;Молотый красный перец чили 1 сорта с острой жгучестью и ярким цветом.;100% красный перец чили, молотый, 1 сорт.;согласно рецептуры;Острые колбасы, маринады, соусы, закуски, снековая продукция, пряные смеси.;мешок 25 кг;мешок/короб 20 / 25 кг; 161,48   ; 197,00 ; 335,94 ; 409,85 
;Монопродукты;Классические специи и пряности;Перец красный(чили)молотый в/с;Молотый красный перец чили высшего сорта с насыщенным цветом и стабильной остротой.;100% красный перец чили, молотый, высший сорт.;согласно рецептуры;Премиальные острые изделия, маринады, соусы, закуски, функциональные пряные смеси.;мешок 25 кг;мешок/короб 20 / 25 кг; 206,56   ; 252,00 ; 789,22 ; 962,85 
;Монопродукты;Классические специи и пряности;Перец сладкий зеленый хлопьями 3*3;Сушёный сладкий зелёный перец, нарезанный хлопьями 3?3 мм.;100% сладкий зелёный перец, сушёный, хлопья 3?3 мм.;согласно рецептуры;Смеси овощей, суповые и гарнировые смеси, колбасные изделия, соусы, консервация, HoReCa-смеси.;мешок 25 кг;мешок/короб 20 / 25 кг; 542,62   ; 662,00 ; 402,33 ; 490,84 
;Монопродукты;Классические специи и пряности;Перец сладкий красный хлопьями 3*3;Сушёный сладкий красный перец, нарезанный хлопьями 3?3 мм, с ярким цветом.;100% сладкий красный перец, сушёный, хлопья 3?3 мм.;согласно рецептуры;Колбасные изделия, маринады, овощные смеси, супы, гарниры, соусы, консервация.;мешок 25 кг;мешок/короб 20 / 25 кг; 542,62   ; 662,00 ; 726,10 ; 885,84 
;Монопродукты;Классические специи и пряности;Перец сладкий красный хлопьями 6*6;Сушёный сладкий красный перец, нарезанный крупными хлопьями 6?6 мм.;100% сладкий красный перец, сушёный, хлопья 6?6 мм.;согласно рецептуры;Колбасные изделия с видимыми включениями, салаты, гарниры, смеси для HoReCa, блюда гриль.;мешок 25 кг;мешок/короб 20 / 25 кг; 682,79   ; 833,00 ; 765,45 ; 933,85 
;Монопродукты;Классические специи и пряности;Перец черный горошек г/л 500;Чёрный перец горошком со средней насыпной плотностью (~500 г/л), классический пряно-острый аромат.;100% чёрный перец, горошек, насыпная плотность ~500 г/л.;согласно рецептуры;Маринады, рассолы, консервация, мясные и рыбные блюда, измельчение на производстве, пряные смеси.;мешок 25 кг;мешок/короб 20 / 25 кг; 782,79   ; 955,00 ; 749,87 ; 914,84 
;Монопродукты;Классические специи и пряности;Перец черный горошек г/л 550/570;Чёрный перец горошком повышенной насыпной плотности (~550?570 г/л), стабильное качество.;100% чёрный перец, горошек, насыпная плотность ~550?570 г/л.;согласно рецептуры;Маринады, рассолы, консервация, премиальные мясные и рыбные изделия, пряные смеси.;мешок 25 кг;мешок/короб 20 / 25 кг; 823,77   ; 1 005,00 ; 863,81 ; 1 053,85 
;Монопродукты;Классические специи и пряности;Петрушка сушеная зелень;Сушёная зелень петрушки с характерным свежим травяным ароматом и зелёным цветом.;100% петрушка, сушёная зелень.;согласно рецептуры;Супы, соусы, гарниры, блюда из мяса, рыбы и овощей, приправы и смеси, HoReCa.;мешок 25 кг;мешок/короб 20 / 25 кг; 182,79   ; 223,00 ; 498,23 ; 607,84 
;Монопродукты;Сушёные овощи, фрукты, ягоды;Свекла кубик 3*3;Сушёная свёкла в виде кубиков 3?3 мм с насыщенным красным цветом.;100% свёкла сушёная, кубики 3?3 мм.;согласно рецептуры;Колбасные изделия (цвет и включения), супы, салаты, овощные смеси, функциональные смеси и закуски.;мешок 25 кг;мешок/короб 20 / 25 кг; 233,61   ; 285,00 ; 645,77 ; 787,84 
